dec_deg,ra_deg
-12.94025,4.283458333333333
6.134611111111112,5.635249999999999
12.782666666666668,10.679416666666665
17.786194444444448,12.94645833333333
-7.042611111111111,13.31520833333333
18.75197222222222,16.457041666666665
-4.4198611111111115,19.365999999999996
17.12311111111111,32.95320833333333
17.40136111111111,34.21124999999999
9.623972222222223,36.55716666666667
19.686138888888888,36.66633333333333
8.549527777777778,40.19499999999999
4.6746944444444445,42.416374999999995
12.618416666666667,42.43541666666666
-2.312361111111111,44.1265
-11.448194444444445,46.0575
-9.163027777777778,48.53308333333332
6.930638888888889,49.27816666666666
-1.8722777777777777,52.03579166666666
15.32375,55.490625
-3.853138888888889,57.570249999999994
19.009611111111113,59.13941666666666
-8.522583333333333,59.14395833333333
18.83636111111111,73.92462499999999
-19.997305555555556,77.60095833333332
15.289944444444444,78.17079166666666
7.5479722222222225,79.23479166666665
17.77811111111111,79.90974999999999
-11.435416666666667,82.273125
-7.177194444444445,90.05383333333333
17.664305555555554,112.65454166666665
14.560083333333335,112.99587499999998
-10.495444444444443,126.18670833333333
4.109999999999999,129.00562499999998
-11.300027777777778,131.45141666666666
-16.631611111111113,137.29441666666665
-5.014777777777778,137.32079166666665
-5.440777777777778,137.71254166666665
-17.5265,144.83004166666666
-3.356027777777778,145.4417083333333
-6.027222222222222,147.90974999999997
12.872944444444444,148.56145833333332
-18.292333333333335,151.93129166666665
-9.988694444444443,152.00945833333333
16.03438888888889,152.47720833333332
-8.868444444444444,156.18587499999998
-12.175583333333332,158.398375
16.68525,160.94724999999997
15.5935,161.53383333333332
-3.3024444444444443,162.60179166666666
-11.305194444444446,164.98066666666662
-5.452194444444444,169.8223333333333
-15.033083333333334,171.01066666666665
-10.110666666666667,172.56354166666665
14.080472222222221,177.10604166666667
13.29336111111111,177.6820833333333
-7.247944444444444,181.63429166666663
-6.467638888888889,183.8100833333333
-6.521055555555556,184.65075
-18.15311111111111,184.7727083333333
-12.623361111111112,185.34787499999996
-11.741999999999999,186.35199999999998
-12.610416666666666,187.9595833333333
-14.698611111111111,199.73337499999997
-8.582638888888889,205.7885833333333
-10.325805555555556,207.88324999999998
4.945888888888889,224.10762499999998
12.666222222222222,245.76262499999996
-4.271194444444444,246.41391666666664
11.735888888888889,249.77691666666664
-4.5481388888888885,251.46708333333328
6.448138888888889,252.46045833333332
-12.815138888888889,252.6584583333333
-1.037277777777778,253.49029166666665
-6.2323611111111115,259.112875
16.44697222222222,260.27412499999997
16.869083333333332,260.664375
3.4423611111111114,261.0961249999999
6.3783611111111105,261.2810416666667
-5.392277777777778,308.60687499999995
-9.544666666666666,313.73366666666664
-14.678638888888889,314.99837499999995
13.456722222222222,320.17699999999996
17.307472222222223,324.9042916666666
9.429555555555554,329.5036666666666
3.2043333333333335,330.36458333333326
13.120027777777779,335.0207083333333
12.227472222222222,335.99629166666665
13.08061111111111,336.0834583333333
3.810222222222222,337.709125
-13.73961111111111,339.6103333333333
18.246083333333335,340.97837499999997
12.197611111111112,341.773
-9.971444444444444,344.55612499999995
19.667472222222223,345.15170833333326
3.619527777777778,345.1702916666666
-11.82936111111111,347.0218749999999
11.234333333333332,347.5120416666667
4.4945,349.14420833333327
-14.388555555555556,353.13170833333334
-12.314277777777779,354.53349999999995
9.999722222222221,355.03024999999997
19.40572222222222,359.80841666666663
